,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10
10131_at,0.08566225408775968,0.00294187207652806,0.0029421986596481764,0.0029416183282129104,0.002942116769368003,0.0029415448766617063,0.0029414323379332776,0.0029418360216655073,0.0029418208854365482,0.8908033059567861
10132_at,0.0016395645298227283,0.001639569383780788,0.0016395526656142743,0.0016394622324527248,0.0016398610339454372,0.11257449638443719,0.0016395004504168157,0.0016395506801397458,0.001639430172254874,0.8743090124671354
10133_at,0.012500331036387523,0.012500206010416504,0.012500220395623764,0.012500099579751582,0.8874945073146624,0.012500279415173933,0.012501195756634975,0.012502744781143271,0.012500144971262825,0.012500270738943343
10136_at,0.0020012203851200974,0.0020003800577836728,0.0020002548059588833,0.002000030017201268,0.0020007184265523445,0.002000355525764693,0.9819958583050414,0.0020002062853874338,0.0020003587498018814,0.0020006174413882633
10138_g_at,0.0020421676985126714,0.0020409508804541928,0.0020409603418038336,0.002040846435704528,0.11642177601446306,0.0020409288514959957,0.8672488058278988,0.0020409849689739263,0.00204116133473358,0.0020414176459594984
10139_i_at,0.0250012020338043,0.025000968115839836,0.025000967193211147,0.02500050302084949,0.7749916534386594,0.025001045378897028,0.025001074634931737,0.025000844054809065,0.02500071654430239,0.025001025584695573
10141_at,0.10331228114467395,0.001031192855797388,0.0010313754876385634,0.0010312756108584254,0.0010311494094907402,0.3194096309076934,0.5010720359648331,0.07001865151437946,0.0010309652759047394,0.0010314418287302115
10142_at,0.03262584896918211,0.00250007758152739,0.0025003755100685447,0.0025000829968112076,0.18809749909992993,0.30200458690850973,0.4622701214627655,0.0025006072320807203,0.0025000660967534607,0.0025007341423713045
10143_at,0.0013890021222605013,0.0013891405441760337,0.10471546390057977,0.0013891878463003781,0.42028264100645196,0.0013890801303778398,0.3937976037502575,0.07286986916106246,0.0013890804759384091,0.001388931062595104
10144_at,0.36223082485189145,0.40461250907544344,0.0020837309037783896,0.002083495371914244,0.0020843311762299543,0.0020837080246069854,0.0020838454111997166,0.2185705533322901,0.0020834570676038612,0.0020835447850419903
10146_at,0.0008001937472614127,0.0008002404424075768,0.30745446228959605,0.04230180886339332,0.07954398522958137,0.09510708525825472,0.0008001142549195886,0.4715917949415742,0.0008000715688287596,0.0008002434041830275
