,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10
3733_s_at,0.00043672309468330457,0.343846192208608,0.0004367536153970575,0.0004367149387141376,0.3347523455617915,0.0004367932117494665,0.05989905752697023,0.0004367116744140459,0.25888200102879094,0.00043670713888144225
3734_s_at,0.0005376737744585006,0.0005377491189411599,0.0005377153598789969,0.000537678566146758,0.0005377912948852924,0.0005377632979572001,0.4652380624847984,0.000537690023668526,0.5304602174479953,0.000537658631269902
3736_s_at,0.0005882801375992661,0.0005883631493972491,0.0005883288947129821,0.0005882861079317545,0.0005884073616728732,0.0005883753257141455,0.4464462120055415,0.000588296936714774,0.5488471869393037,0.0005882631414117781
3737_s_at,0.0008850127363274962,0.0008850345476419326,0.0008850892259644633,0.0008850242322947068,0.0008850490197338636,0.0008850429397846379,0.0008851429669276911,0.00088500290839869,0.992034604956667,0.0008849964662595732
3739_f_at,0.0018182703322813705,0.0018184175640458984,0.001818356029508715,0.0018182401001415752,0.43405532516160844,0.001818348171151053,0.2090519868789362,0.34416452615872317,0.001818240074274035,0.0018182895293296362
3744_i_at,0.02500120209253253,0.025000837780325823,0.02500195558644526,0.025000503096499718,0.7749882757457267,0.025000915045703488,0.02500107472084071,0.02500084415401798,0.02500358947468326,0.025000802303224445
3758_f_at,0.05001010671647163,0.05000673408573038,0.05000781565680415,0.050004029876906386,0.5499361889969987,0.050007373609811126,0.0500087723487756,0.05000678641622464,0.050005748494171554,0.0500064437981058
3764_s_at,0.020011215666818207,0.02000171999522679,0.020002149655358115,0.020006883009031667,0.020005846315605345,0.020003730201436788,0.020002206785229067,0.02000173308991378,0.020002261946963678,0.8199622533344166
3766_s_at,0.8199565532242871,0.02000114785918362,0.020001774838317048,0.020016983176895264,0.020003898879109354,0.020006350223258192,0.020001472602349652,0.020001156595389022,0.020003156802351565,0.020007505798859494
3768_i_at,0.81994787787228,0.020001149159868538,0.020001776838830514,0.02002524201923546,0.020003903377467398,0.02000827175811742,0.02000147427419547,0.020001157905946206,0.02000316033037995,0.020005986463679307
3769_s_at,0.81994787787228,0.020001149159868538,0.020001776838830514,0.02002524201923546,0.020003903377467398,0.02000827175811742,0.02000147427419547,0.020001157905946206,0.02000316033037995,0.020005986463679307
3770_i_at,0.81994787787228,0.020001149159868538,0.020001776838830514,0.02002524201923546,0.020003903377467398,0.02000827175811742,0.02000147427419547,0.020001157905946206,0.02000316033037995,0.020005986463679307
3775_f_at,0.00012422529302281199,0.00012422603559490253,0.0001242290244962329,0.00012423248480804142,0.00012422891973595552,0.00012422597307452615,0.0001242254407451226,0.00012422496010647147,0.9988819537755785,0.00012422809283743803
3783_at,0.025001203156401648,0.025000838424819722,0.02500123344439716,0.02500081620192266,0.7749882788492415,0.02500091575532901,0.025001075613604325,0.025000844805067535,0.02500285655551039,0.02500193719370612
3789_s_at,0.0007246729043967842,0.000724688207532741,0.0007247260269474065,0.000724680569778602,0.0007247120661593587,0.0007246954783375635,0.0007247631616512966,0.0007246690492228737,0.9934777270077535,0.0007246655282198838
3790_s_at,0.0006711755037173608,0.000671185801838061,0.0006712174444958367,0.0006711791705341624,0.05634050452026238,0.0006711955533395368,0.0006713247975682179,0.0006713314925157907,0.938289718436811,0.0006711672789177927
3791_s_at,0.0006329404304545031,0.0006329520449993924,0.0006329798136962378,0.0006329473592181436,0.0006329733022335981,0.0006329560756406531,0.0006330073242044695,0.000632936289185823,0.9943033743622851,0.0006329329980821695
3792_s_at,0.0006711755037173608,0.000671185801838061,0.0006712174444958367,0.0006711791705341624,0.05634050452026238,0.0006711955533395368,0.0006713247975682179,0.0006713314925157907,0.938289718436811,0.0006711672789177927
3801_f_at,0.025001203156401648,0.025000838424819722,0.02500123344439716,0.02500081620192266,0.7749882788492415,0.02500091575532901,0.025001075613604325,0.025000844805067535,0.02500285655551039,0.02500193719370612
3806_s_at,0.020011215666818207,0.02000171999522679,0.020002149655358115,0.020006883009031667,0.020005846315605345,0.020003730201436788,0.020002206785229067,0.02000173308991378,0.020002261946963678,0.8199622533344166
3808_s_at,0.020011215666818207,0.02000171999522679,0.020002149655358115,0.020006883009031667,0.020005846315605345,0.020003730201436788,0.020002206785229067,0.02000173308991378,0.020002261946963678,0.8199622533344166
3812_at,0.025001203156401648,0.025000838424819722,0.02500123344439716,0.02500081620192266,0.7749882788492415,0.02500091575532901,0.025001075613604325,0.025000844805067535,0.02500285655551039,0.02500193719370612
3817_f_at,0.0006289729626510824,0.0006289839169828388,0.0006290820317903289,0.03823994977989602,0.0006289594867608196,0.0006289773211988325,0.0006289550878515034,0.0006289550893381259,0.8373512277286712,0.12000593659485921
3834_s_at,0.0007246757979292888,0.0007246907518681504,0.0007247282577417011,0.000724684268293138,0.0007247105567765515,0.0007246961859308676,0.0007247635095891516,0.0007246698562787898,0.9934777152745063,0.0007246655410860957
3842_f_at,0.05001010671647163,0.05000673408573038,0.05000781565680415,0.050004029876906386,0.5499361889969987,0.050007373609811126,0.0500087723487756,0.05000678641622464,0.050005748494171554,0.0500064437981058
3852_f_at,0.0022223006857132726,0.0022223759056683493,0.002222358290437095,0.002222282678838462,0.7025733567676704,0.0022223155172758765,0.2796473433610982,0.0022230967637290227,0.002222266439366921,0.0022223035902023797
3853_f_at,0.010000211554885508,0.010000294272201043,0.010000726343976626,0.010000097492676586,0.9099954698318647,0.010000383519792167,0.010000788084385223,0.010000564790876609,0.010000784953430058,0.010000679155911378
3855_s_at,0.007692486328054064,0.007692567749985821,0.007692660125042228,0.00769244386129703,0.9307663660356955,0.007692489744617764,0.007692706759684773,0.007692708367590253,0.007692981252641065,0.007692589775391474
3858_s_at,0.05001010671647163,0.05000673408573038,0.05000781565680415,0.050004029876906386,0.5499361889969987,0.050007373609811126,0.0500087723487756,0.05000678641622464,0.050005748494171554,0.0500064437981058
3878_s_at,0.05001010671647163,0.05000673408573038,0.05000781565680415,0.050004029876906386,0.5499361889969987,0.050007373609811126,0.0500087723487756,0.05000678641622464,0.050005748494171554,0.0500064437981058
3887_f_at,0.0004927040434466175,0.0004926427136580659,0.15832175655444217,0.0004927626863119713,0.0004926341759758059,0.0004926471297532872,0.000492629148781399,0.0004926274476329307,0.837736850933646,0.0004927451663516195
3915_s_at,0.0001379371066860003,0.00013793906084449804,0.00013794669308866126,0.00013794835376124644,0.00013793505393806208,0.00013793584846126042,0.00013793310816116435,0.00013793406173264266,0.9987585543904085,0.00013793632291788245
3925_f_at,0.0006289713213314273,0.0006289820428338189,0.0006290820099325741,0.06351379683306105,0.0006289552675374905,0.0006289857537735942,0.0006289543835148771,0.0006289552156201459,0.8150060184273139,0.11707729874508116
3937_g_at,0.0017859512768531416,0.001785907267864881,0.5062451014486514,0.0017860465598284081,0.34166389737508646,0.0017858303790115086,0.13958955707793413,0.0017859089745234447,0.0017860535261610396,0.0017857461140854973
3938_at,0.001408616011516793,0.0014086881639603075,0.0014087482693734684,0.0014086562152651652,0.0014087303329029805,0.00140857587385206,0.16717113116231352,0.8215596785688064,0.0014086369568360937,0.001408538445173082
3939_at,0.0012988422247601882,0.0012988931824463787,0.34985494080970375,0.0012989244935621592,0.0012988556298782164,0.0012987503944236758,0.6397542616908487,0.001298862707287637,0.001298945927273496,0.0012987229398158362
3941_at,0.0008621956122573211,0.9922387508014001,0.0008621903169823112,0.0008622191159490846,0.0008625131808197333,0.0008621692793442826,0.0008626109603583945,0.0008626405670661878,0.0008625936774621925,0.0008621164883604584
3942_at,0.000769335073385198,0.0007693526055568752,0.0007694712975875768,0.9044946316328301,0.08934991321956556,0.0007694944873169877,0.0007692947449157091,0.0007693150314540807,0.0007693197126009591,0.0007698721947868158
3945_at,0.0014494180435069269,0.001449568524772954,0.0014495905772275931,0.0014494731586720338,0.0014495693699167515,0.0014494716722615211,0.9869541678551785,0.0014494490354461714,0.0014493817526003122,0.0014499100104173165
3946_at,0.0014494180435069269,0.001449568524772954,0.0014495905772275931,0.0014494731586720338,0.0014495693699167515,0.0014494716722615211,0.9869541678551785,0.0014494490354461714,0.0014493817526003122,0.0014499100104173165
3948_s_at,0.001961026629713952,0.8340868206921789,0.0019610081749957754,0.001960892208372118,0.001961351952953165,0.0019608591199125765,0.02551647630419448,0.1266694792270871,0.0019612507709982074,0.001960834919593769
3949_i_at,0.002040923711689981,0.0020410018068104355,0.002040978754269554,0.002040918065698998,0.23868007767609958,0.002041006054543543,0.0020409802624954424,0.7449923001256857,0.002040873979237412,0.0020409395634690426
3950_at,0.0015878037376563868,0.42759907784766066,0.043453167831416575,0.0015874494548191154,0.001587574285442727,0.0015874836758010878,0.0015874206124429182,0.5178349613376906,0.0015874976031676178,0.0015875636139023968
3951_at,0.025005017386242907,0.025003194445821997,0.025003641717498207,0.025001564403401372,0.02501391218809672,0.7749591733670548,0.025005601610512972,0.025003169784300422,0.025002229633179558,0.025002495463891078
3952_at,0.025005017386242907,0.025003194445821997,0.025003641717498207,0.025001564403401372,0.02501391218809672,0.7749591733670548,0.025005601610512972,0.025003169784300422,0.025002229633179558,0.025002495463891078
3953_at,0.0200029038724759,0.020001849232789297,0.020017038996481107,0.02000325013354623,0.02000617498956276,0.8199560060041158,0.020008206159147005,0.020001834960416482,0.020001290880567086,0.020001444770898224
3970_s_at,0.0005882929232974712,0.0005882745608211285,0.000588318963322369,0.0005883425633335843,0.0005883616816067292,0.3495665062518877,0.5008967353840975,0.06350942371566437,0.08249732499394974,0.0005884189620193008
3975_at,0.001099120129551294,0.001098956129769869,0.0010989805548676985,0.0010990110663857068,0.0010990552493115465,0.0010990810969971564,0.8819024592306738,0.1093053768304833,0.001098956636057107,0.001099003075902523
3981_at,0.0020834193783796943,0.002083560375595899,0.002083777510884807,0.0020836267795096585,0.0020835604379964945,0.28444348945042885,0.17014146766080837,0.002083609916290729,0.49971592701534,0.03319756147476553
4008_at,0.0009709701973776788,0.0009711170345595694,0.0009709610682033919,0.0009709774668086152,0.0009709915475692053,0.026484372005439988,0.9003637906460357,0.06635490135408616,0.000970926410832671,0.000970992269087015
4009_at,0.03333333333551533,0.033333333334918364,0.03333333333501044,0.6999954536134932,0.03333333333488162,0.033336990881771195,0.03333366028457445,0.033333895188770626,0.03333333335502074,0.03333333333604393
4024_at,0.033333333335554806,0.03333333333491993,0.033333333335040016,0.6999975068227088,0.03333344148147587,0.033333333335896234,0.03333333333480541,0.03333333333482652,0.03333333333488293,0.033335718349889666
4029_at,0.033333333335554806,0.03333333333491993,0.033333333335040016,0.6999975068227088,0.03333344148147587,0.033333333335896234,0.03333333333480541,0.03333333333482652,0.03333333333488293,0.033335718349889666
4033_f_at,0.002702806986412985,0.0027028407383242257,0.0027028722467991326,0.002702749111491638,0.38642677553723176,0.002702786653860081,0.5919501908669543,0.0027033700842002254,0.002702793167587183,0.0027028146071384177
4035_at,0.0250012020338043,0.025000968115839836,0.025000967193211147,0.02500050302084949,0.7749916534386594,0.025001045378897028,0.025001074634931737,0.025000844054809065,0.02500071654430239,0.025001025584695573
4037_at,0.0250012020338043,0.025000968115839836,0.025000967193211147,0.02500050302084949,0.7749916534386594,0.025001045378897028,0.025001074634931737,0.025000844054809065,0.02500071654430239,0.025001025584695573
4038_at,0.0250012020338043,0.025000968115839836,0.025000967193211147,0.02500050302084949,0.7749916534386594,0.025001045378897028,0.025001074634931737,0.025000844054809065,0.02500071654430239,0.025001025584695573
4043_s_at,0.0017859512768531416,0.001785907267864881,0.5062451014486514,0.0017860465598284081,0.34166389737508646,0.0017858303790115086,0.13958955707793413,0.0017859089745234447,0.0017860535261610396,0.0017857461140854973
4045_s_at,0.09584164283155758,0.10449809007728547,0.4163409811315524,0.001389093485586368,0.0013891413018710262,0.0013891983603038244,0.3749842744792361,0.0013890352068203072,0.001389460949595537,0.0013890821761914265
4056_at,0.2650793255184597,0.008333656772926426,0.008336318718936586,0.008333452872539553,0.5743427739882242,0.008340328625943638,0.10223077249542066,0.008333532234809714,0.008335119507399073,0.008334719265340476
4057_at,0.0732432154689398,0.001961088905573451,0.00196109730665618,0.001961213853708402,0.001961187372080951,0.6392703199483895,0.27375852902916853,0.0019610090483005785,0.001961216715154426,0.0019611223520282902
4059_at,0.000518194342292081,0.000518187733630408,0.0005183480865663134,0.9024992951099226,0.000518245511829204,0.09335468828854396,0.0005182685748218252,0.0005182848475595465,0.0005183180702322614,0.0005181694346020419
4060_at,0.0016133320484528137,0.0016135933051074167,0.48444319139833997,0.0016131756025794144,0.0016131897172258782,0.0016131644551994105,0.5026510475502695,0.0016132122630365773,0.0016129990849104057,0.0016130945748787037
4062_at,0.19125526584007152,0.28952672916967576,0.3728947056968161,0.0011629126949791642,0.13934525851363466,0.0011632920519144344,0.001162898613344386,0.0011629793080024334,0.0011628697660150764,0.0011630883455464249
4063_at,0.0018868973909501126,0.0018869478812610127,0.20187515010582416,0.0018872404055945403,0.0018872674427460785,0.0018868919430165083,0.001887113379622382,0.0018873236748494675,0.783028203098374,0.0018869646777618376
4064_at,0.0018182947039083223,0.0018183063660237669,0.001818628456084099,0.0018183254689991706,0.0018187803786720279,0.0018182899631319907,0.0018184414324498694,0.9836338488159577,0.001818859315651808,0.001818225099121242
4065_at,0.003571677430137697,0.003571850952777471,0.1971741321698958,0.0035719769088599883,0.00357293767515275,0.0035718426786309006,0.003571874914460118,0.0035724878310512383,0.7742496586065143,0.0035715608325197884
4066_at,0.003703912189292677,0.0037041940055372643,0.003704548471410224,0.003705002854678765,0.4464646204680502,0.003703781449909808,0.0037045946652073513,0.14496459649011645,0.3826408330898889,0.0037039163159081805
4067_at,0.00204091062628029,0.0020413702695065,0.08311442099771502,0.00204119642886705,0.0020414043482477728,0.0020411379199467214,0.5161326758832521,0.0020411740092631083,0.38646483093688744,0.002040878580034003
4070_at,0.0015875097100383673,0.0015875905280681153,0.001587645837090106,0.0015873986344686298,0.0015874577264787606,0.0015878082360110052,0.10878606959288663,0.0015874253602157632,0.5771278313039986,0.302973263070744
4072_at,0.0030306133978007643,0.003030610714107802,0.003031134077581242,0.0030303918215352998,0.39299662965264043,0.0030304530969558863,0.39878496315155626,0.14881645503422883,0.04121836128496827,0.0030303877686252353
4073_at,0.001539102780370632,0.0015388859815135035,0.0015389025156722802,0.03251202473946348,0.13602773178023778,0.001538539211574382,0.4678989195779189,0.354328760892053,0.001538638126653947,0.0015384943945420347
4074_at,0.0018182415991557603,0.0018183696253378176,0.0018182560607273401,0.0018182064009681954,0.8187991291718126,0.0018182794031953084,0.16665382749412902,0.0018190966785500962,0.0018183308292126043,0.0018182627369112854
4075_at,0.0023810873322711056,0.002381441967395627,0.3673167527510171,0.002381078387262073,0.5362450376880568,0.002381477685086446,0.07976906247576152,0.0023815420720338268,0.002381426501464388,0.002381093139651009
4076_f_at,0.005263295141752745,0.005263489708859861,0.005263814950818991,0.005263415161470548,0.952629110502037,0.005263244893885097,0.005263361195964482,0.005263482833844582,0.005263513842302521,0.005263271769063894
4077_at,0.007692475086274165,0.007692524586018449,0.0076929789378095146,0.00769248511662542,0.7915386205679596,0.007692557450894538,0.007692981798462937,0.007692569186732566,0.1469200718360235,0.007692735433199221
4078_i_at,0.03333663937875468,0.0333371000482976,0.03333868814109775,0.033336555125564195,0.6999654234520231,0.033337322267978926,0.033337039595730276,0.03333800860632957,0.03333552820126474,0.03333769518295926
4079_at,0.0013334506300236087,0.00133351006063485,0.3815007884319394,0.0013336594378575404,0.0013334397403040414,0.0013336251469228705,0.45526672171524635,0.0013334529153347058,0.15389785231458783,0.0013334996071488808
4084_at,0.3814555601866235,0.2996834939835619,0.002325839451773818,0.0023257212540411807,0.1318891430618116,0.13114097109099382,0.0442020593073459,0.0023257575958171776,0.0023257005260366344,0.0023257535419942527
4093_at,0.5198943423618453,0.0020003281891569054,0.46410171405836487,0.002000474578405082,0.002000209051735616,0.0020006529879255507,0.0020001840324534383,0.0020001312327786007,0.002001328822605133,0.0020006346847296413
4095_at,0.003333739543203204,0.003334643716159163,0.0033335974547973332,0.0033342023489057525,0.9279098522934021,0.0454187184718102,0.0033335387586865967,0.0033347676197940075,0.003333536708254295,0.0033334030849872785
4096_at,0.0011495553725520006,0.001149530677118969,0.13482642125725722,0.0011496178417070599,0.015972200073525945,0.0011497939085805624,0.0011496457638122477,0.0011498244719364329,0.6531585877624907,0.18914482287101875
4097_at,0.003448843611666896,0.43122352253183105,0.0034493101021826613,0.003449561871198721,0.5411848233059898,0.003449057375503967,0.0034486010753639633,0.003448580610988562,0.0034491690817162043,0.003448530433558134
4103_at,0.001333506540900192,0.0013335628270418989,0.1453593768790853,0.001333573104568598,0.0013335303773991437,0.0013336133284745102,0.6215535775253008,0.2237522783069862,0.001333516128655173,0.0013334649815880486
4107_at,0.002128113149813252,0.002128071949028348,0.6818409370069659,0.30113415386830755,0.0021281556051845167,0.0021279850973104147,0.0021278720827814196,0.0021289765285815243,0.0021277853002751646,0.002127949411751968
4109_at,0.001639571429769397,0.41267410272775196,0.4743213164515058,0.0016398629544934476,0.06309458255441219,0.0016395428768811414,0.04007259124526864,0.0016394765256983292,0.0016395743186431147,0.0016393789155758815
4114_at,0.0025001693189907414,0.0025002357159029385,0.0025001964726975292,0.0025001587824101017,0.9774984625977645,0.0025000966416026124,0.0025001832156756683,0.0025003357356401484,0.002500078406570928,0.002500083112744858
4116_at,0.00200026625960959,0.0020005047991934824,0.08074406828541657,0.0020004868657821744,0.002000088084864087,0.7300226324483403,0.0020000518817690446,0.0020005674987992246,0.17523118178753078,0.0020001520886948187
4121_at,0.0009902098294734007,0.0009901959564274686,0.000990177304139785,0.0009901397687731228,0.000990251491628247,0.0009901348508323145,0.4123204846173564,0.5797580646946408,0.0009902178488044458,0.0009901236379240394
4126_at,0.12878665899935746,0.6930184861470471,0.0030314644743801703,0.0030306945961258063,0.0030312269289623373,0.0030305402986495118,0.003030677136439562,0.0030310784724081187,0.15697871627642895,0.0030304566702010747
4127_at,0.001389157263663529,0.0013891754367355263,0.001389256577829997,0.13537198775229972,0.001389076864137357,0.0013890235203513333,0.0013889936917801523,0.8535153034114769,0.0013890725140937874,0.001388952967631873
4129_at,0.0015154441113106284,0.639641704792693,0.001515367986995279,0.0015152975099418339,0.0015153523575187854,0.0015152790210508655,0.32376928359926654,0.0015152433088056589,0.025981731440417724,0.0015152958719996392
4130_at,0.002128241950422911,0.23977791884129204,0.002128209745761444,0.002127741092187273,0.08063472488670403,0.0021282481286300104,0.0021279031932137575,0.6646897775916553,0.00212780886681511,0.0021294257033182035
4132_at,0.0023256810045929645,0.00232584204312738,0.002325969145982124,0.002325628904079173,0.6021780165758848,0.002325855238675871,0.0023258479261179872,0.3792157567833993,0.002325748635249487,0.002325653742890925
4135_at,0.0008696613025180355,0.05310801970132849,0.0008697057390564617,0.8936791429937361,0.0008698916160374201,0.0008699000779599724,0.04712467695860345,0.0008696893907049647,0.0008696727378312938,0.0008696394822238022
4138_at,0.0010873210653230474,0.9902139915065666,0.0010871995704426229,0.001087126681492559,0.0010877029496460992,0.0010871561290916115,0.001087387513484981,0.0010878873872526957,0.001087065318110636,0.001087161878589059
4145_at,0.001538544330095703,0.001538805876629881,0.1467530754782702,0.0015387645133136546,0.07555309374715015,0.7669230436615065,0.0015386383500334319,0.0015386660484348264,0.0015386128114291905,0.0015387551831364925
4147_at,0.0015627788121834426,0.0015631069390229539,0.21736272515107602,0.07165263026842905,0.0015629163727183689,0.7000443552223788,0.001562968583945691,0.0015626728690721356,0.0015631566423182032,0.0015626891388553002
4149_at,0.004000172175383308,0.004003698376877036,0.004000396440447849,0.00400020228194962,0.004000314279112999,0.004000156019057952,0.9639945034584256,0.004000315810339316,0.004000125771711319,0.004000115386694778
4150_at,0.0009178164716541771,0.3906802579073805,0.0009177028821628535,0.0009175650661510909,0.0009176379114723473,0.04336909590559285,0.000917604171285626,0.5595271038616013,0.0009175554524765519,0.0009176603702226968
4152_at,0.0016395665498826727,0.0016399976218881512,0.001639748752188864,0.001640251297700883,0.0016397450946453805,0.07327013396930307,0.9136119135814991,0.0016397705993781103,0.001639386043334619,0.0016394864901790984
4153_at,0.0031254377563124116,0.003126097890487536,0.17630245565846558,0.003125646531879897,0.0031263098220714455,0.0031252725602800733,0.0031253358505802776,0.4473687529646233,0.003126373014953303,0.3544483179503462
4158_at,0.033335917135242525,0.033335580299177194,0.0333366411278115,0.03333441365150809,0.6999769912434084,0.03333636142123526,0.033336719387563565,0.033335460879246215,0.03333496853814229,0.0333369463166649
4159_at,0.033335917135242525,0.033335580299177194,0.0333366411278115,0.03333441365150809,0.6999769912434084,0.03333636142123526,0.033336719387563565,0.033335460879246215,0.03333496853814229,0.0333369463166649
4160_at,0.0032262270016128647,0.0032266926067518434,0.003226308415063377,0.0032262819554155836,0.9282412121042896,0.00322592546802497,0.04594900967447253,0.003226272341923879,0.003226214623779997,0.003225855808665504
4162_at,0.012500541799473613,0.012500434174189813,0.012500483040553304,0.01250016948557286,0.6080042600344162,0.012500490934156784,0.2919917566051249,0.012500419252557286,0.012500977385069787,0.012500467288885386
4165_i_at,0.9863629783218382,0.0015152015324941856,0.0015152165469425134,0.0015151755291469798,0.00151522576618238,0.001515197338829409,0.001515179582896722,0.00151518999865053,0.001515190991032916,0.0015154443919862491
4168_at,0.0015877490580132466,0.10845582728344962,0.001587608638403507,0.0015876195041271207,0.5887448436563549,0.001587506853003864,0.2916862512965467,0.001587563809657102,0.0015875754815104649,0.0015874544189334837
4170_at,0.12896714077253985,0.002857324214793662,0.0028574862404672882,0.0028572793059491635,0.002858133979643951,0.0028573976391232363,0.002857324779993174,0.002857305388328,0.002857434023212844,0.8481731736559489
4172_at,0.0016395777752521348,0.0016395292919954751,0.0016395858483077813,0.0016395241668608334,0.0016395154102227516,0.0016395147722324355,0.5033584939200025,0.0016394957106478942,0.3324581484979908,0.15270661460648743
4173_at,0.679887333324313,0.002381034633565305,0.002381194669149192,0.0023809918812805306,0.002381546367241805,0.09461019817284322,0.20883427121372874,0.00238106154841771,0.002381020837951479,0.002381347351508971
4175_at,0.039026540529588205,0.0016129846339493178,0.0016130372954916573,0.0016130021469565852,0.0016129559778036823,0.0016130384407401195,0.0016129554128254452,0.0016129430403196373,0.0016129590209987158,0.9480695835013266
4177_at,0.0031250722369895595,0.0031251345423782126,0.003125076009514635,0.0031250467084777164,0.9057697291768285,0.003125040839874146,0.0031252235304181863,0.06922958672214939,0.0031250492434578944,0.003125040989911942
4179_at,0.0031250922078733443,0.0031251726244773343,0.00312507073028543,0.003125049421072131,0.2994935117851963,0.003125074446419879,0.6755053390438797,0.003125439128144434,0.003125174374397744,0.0031250762382536903
4183_at,0.0019612883126723293,0.001961281692097617,0.30420134252522163,0.0019609589011950774,0.001961458171811289,0.0019614605433840317,0.36044589725527854,0.0019609914439509993,0.3216242270573812,0.001961094097007078
4185_at,0.001163291890950096,0.0011630825292569323,0.7486220947404794,0.1506725252787412,0.0011632461261703337,0.0017143052337566947,0.0011629995150183444,0.0011631239018341556,0.0011633161361443718,0.09201201464764855
4186_at,0.23449979132356047,0.0020001900029006656,0.002000468639910343,0.002000139819168712,0.00200068530934015,0.0020001523538389437,0.0020009586456742707,0.002000529926180615,0.7494969224438959,0.00200016153552985
4187_at,0.005000724345569851,0.005000213561456962,0.005000252678997484,0.005000114356781519,0.41173517997047426,0.005000121256558734,0.5482620062014593,0.005000587064001154,0.005000404501371001,0.005000396063329683
4190_at,0.0016132313173472766,0.0016132312943117906,0.001613161707986947,0.0016130842187992837,0.0016132819405974286,0.0016131315664966689,0.34534562145779985,0.0016131071573977991,0.6417491647512692,0.0016129845879936714
4193_at,0.0012503629108465632,0.6121920501193919,0.0012503110484742772,0.0012502878737066204,0.0012501361941733946,0.0012502344480095264,0.0012501244268255068,0.37780622976365497,0.0012501154838890974,0.0012501477310280236
4198_at,0.00107540790310169,0.666889614008207,0.22936376545036347,0.0010753644328319772,0.0962186406634237,0.0010753297065434235,0.0010753904064575727,0.0010755249787262886,0.0010753322740096076,0.0010756301763352198
4201_at,0.00243967127614196,0.0024395020488356886,0.002439824710947285,0.0024393866275507154,0.2884284610418705,0.002439431753788589,0.0024392560529691255,0.22129500253546877,0.002439771540274468,0.4731996924121529
4203_at,0.0031253465840432124,0.003125485824294988,0.862283014944752,0.0031254484002477137,0.0031258555074756334,0.0031254429887750154,0.04219785027660188,0.0031253123044765983,0.07364100816068414,0.0031252350086487845
4204_at,0.0025008303334045677,0.5399226361935958,0.0025010225873455675,0.002500901564298966,0.4400726817066884,0.0025003932569500325,0.002500335777845514,0.0025001994799152614,0.0025008687983916725,0.0025001303015639684
4205_at,0.07725426653668345,0.5958191670942796,0.0013161560784658295,0.02372285497423354,0.0329761226484174,0.0013161638043966057,0.0013164335202297598,0.26364695935765775,0.0013159612957169332,0.001315914689919061
4206_at,0.002222393559439489,0.0022226451155094836,0.29344692775915077,0.002222583097025565,0.002222657023024447,0.0022228248183068316,0.002222545044207238,0.002222430434621406,0.0022225020980426425,0.6887724910506722
4207_at,0.3661508569674324,0.0028578028531036914,0.002858159221588526,0.0028575384343648884,0.002858217705483683,0.0028581656437785354,0.0028577697260350134,0.4070517120162704,0.20679182725159884,0.002857950180344012
4209_at,0.0011364279925668076,0.21685715540466913,0.23407034174518193,0.5411169220445938,0.0011366312056268599,0.0011365084880121303,0.0011364814403836152,0.0011365697074592433,0.0011365275667474686,0.001136434404758851
4210_at,0.020000696425304165,0.020000653713046716,0.02000521109891417,0.020003447201885273,0.8199812211003352,0.020003197132983933,0.020000904122595736,0.020003037606059763,0.020000682144328583,0.020000949454546377
4211_at,0.0017859173531512436,0.08030247471010785,0.0906690734972672,0.001785800293443726,0.6611145553885426,0.0017858092759750074,0.15719823839114314,0.001786402359915551,0.0017860000112905994,0.001785728719163129
4212_g_at,0.0017859173531512436,0.08030247471010785,0.0906690734972672,0.001785800293443726,0.6611145553885426,0.0017858092759750074,0.15719823839114314,0.001786402359915551,0.0017860000112905994,0.001785728719163129
4213_at,0.002000230299727363,0.0020004863870244547,0.3789382586847871,0.0020001190877193724,0.002000555260516637,0.00200033175041673,0.6050593127412308,0.0020003671871734385,0.0020002141358965186,0.0020001244655075967
4214_at,0.001724313074887588,0.0017248905567185703,0.9844796781770496,0.0017250238898881465,0.001724415310544903,0.0017244506435037817,0.00172429635762008,0.0017242494798803316,0.0017243984500721226,0.0017242840598347172
4215_g_at,0.001724183897144944,0.5823745054557643,0.0017242407622387707,0.0017242267550537976,0.11742976656692321,0.0017242638817351478,0.0017243367451086726,0.28812606185834255,0.0017242014818409865,0.0017242125958475867
4216_at,0.0016949631012397265,0.5901240095022376,0.0016950210663676808,0.001694993548735252,0.001695414095451072,0.0016950417085155075,0.001695118908757313,0.396315483130845,0.0016949729634776628,0.0016949819743730741
4219_at,0.15055706595499083,0.002439235738784609,0.4142019288809718,0.1878350813669324,0.0024392975925510256,0.0024391844912373113,0.002439268380096054,0.002439367833278371,0.0024394906157619765,0.23277007914539566
4220_at,0.034520905353995615,0.0020838239827811835,0.08167893191405057,0.002084086321316367,0.19892477784530965,0.002083501404774094,0.672372770347989,0.0020840094898724264,0.0020837900686537375,0.0020834032712573934
4222_at,0.001818257255856291,0.0018182612653620473,0.0018184407403209124,0.0018182290201413948,0.0018185408494463945,0.001818244808943132,0.5165753430685008,0.44301225843037084,0.027684078604168688,0.0018183459568893048
4223_at,0.9854810549636791,0.001613339172242235,0.0016134088880998094,0.0016135640753375741,0.0016130989064013898,0.0016130635271588336,0.0016129635205938916,0.0016130009514827848,0.0016132605550179056,0.001613245439986563
4225_at,0.00031450924836222687,0.0003145628852602819,0.00031451942249648786,0.9721135757233083,0.0003145117047786206,0.019346226784622486,0.000314694429222071,0.00031451782104297373,0.00031449392432522183,0.0063383880565814855
