,labels,probabilities
3232_f_at,2,0.43492923101238395
3234_at,2,0.9110733673837129
3236_f_at,5,0.9253184948928558
3255_at,2,0.5185460097378757
3259_at,2,0.9776233110555324
3279_f_at,5,0.9940730264598104
3296_at,2,0.9957464535798591
3305_at,5,0.7607958644598497
3309_s_at,5,0.3834287358924057
3316_f_at,5,0.9839125684177694
3326_at,2,0.9943831405654259
3327_f_at,2,0.8367652777522518
3328_at,2,0.744001566553951
3336_f_at,5,0.9612125835172501
3343_i_at,2,0.9463110875703347
3363_at,5,0.5471399086570752
3373_at,2,0.9355338420452926
3374_at,2,0.9774644833721302
3375_f_at,5,0.9078876474301744
3380_i_at,6,0.9629635706321661
3404_f_at,5,0.5581448314525156
3441_f_at,5,0.9099951454905997
3448_s_at,5,0.8707617238793696
3454_s_at,2,0.9895325464497099
3467_f_at,2,0.9840300657767417
3470_i_at,2,0.7553304613716619
3471_f_at,2,0.9931331788048323
3475_f_at,5,0.9150042999235068
3482_f_at,3,0.9396927702190667
3483_f_at,2,0.9705107526725446
3495_f_at,2,0.8846625745420081
3506_s_at,5,0.8033057336641718
3528_f_at,5,0.7389557049612928
3529_f_at,5,0.9862642662795315
3538_f_at,3,0.998513249293877
3541_at,5,0.7046977968489346
3543_s_at,7,0.9994376695395741
3552_f_at,5,0.9839310459827182
3553_f_at,5,0.5439399934699168
3558_f_at,5,0.966900525579614
3560_at,2,0.9925313561058504
3565_at,7,0.9992212623379706
3576_f_at,5,0.654631198216766
3577_at,2,0.7901260391625327
3594_f_at,3,0.9958827407712512
3602_at,2,0.5103293366487073
3611_f_at,5,0.9708690456605488
3617_f_at,5,0.9600756579216024
3624_at,5,0.8251541143560817
3629_f_at,2,0.9949852637864632
3646_s_at,7,0.9998479995146774
3647_f_at,2,0.9802897421082836
3648_f_at,2,0.9747119776993122
3650_f_at,5,0.8657219918595146
3661_at,2,0.8005604621537078
3663_f_at,2,0.49634022546401274
3665_f_at,5,0.9797673641620396
3670_f_at,2,0.7719705201604512
3680_i_at,2,0.9723653137501245
3686_f_at,2,0.7014096900068464
3691_f_at,5,0.9183458137388223
3693_f_at,5,0.6378606806064644
3694_at,2,0.9876536535414638
3704_f_at,7,0.9944525092397961
3709_f_at,3,0.9876713234238648
3730_at,2,0.9605610664735996
3731_s_at,7,0.9962063554680488
3733_s_at,7,0.9986595839272567
