,labels,probabilities
3734_s_at,7,0.9987368712702178
3736_s_at,7,0.9969296234351587
3737_s_at,7,0.9927989140638226
3739_f_at,2,0.9952874776086069
3744_i_at,5,0.9912587392034562
3758_f_at,3,0.9981495358468515
3764_s_at,7,0.786895036868586
3766_s_at,5,0.9606019498710884
3768_i_at,5,0.9865137653154916
3769_s_at,5,0.9876347871809003
3770_i_at,5,0.9706836670259752
3775_f_at,5,0.5215227082705691
3783_at,2,0.8850188048830591
3789_s_at,7,0.9987515408094167
3790_s_at,7,0.9705345104906318
3791_s_at,7,0.9725714758328089
3792_s_at,7,0.9852338830464693
3801_f_at,6,0.8899663195226896
3806_s_at,2,0.9846776242787983
3808_s_at,5,0.957720945203171
3812_at,2,0.9780322154456484
3817_f_at,5,0.9933101232688549
3834_s_at,7,0.9988768352872337
3842_f_at,3,0.7550491175871955
3852_f_at,2,0.9546737832752672
3853_f_at,2,0.9978369944943127
3855_s_at,7,0.6609384958896072
3858_s_at,6,0.9604477611109543
3878_s_at,7,0.9993430050881679
3887_f_at,2,0.8019123557777764
3915_s_at,2,0.8764589007877239
3925_f_at,5,0.9954567890371345
3937_g_at,5,0.9866473635110552
3938_at,0,0.9534700580109636
3939_at,2,0.9191231644256882
3941_at,7,0.8344362328451237
3942_at,7,0.9825414013094494
3945_at,5,0.9849201071107727
3946_at,5,0.9955262489882478
3948_s_at,2,0.6934404553920156
3949_i_at,5,0.9522518637777022
3950_at,4,0.5509956899698203
3951_at,5,0.9939229367675193
3952_at,5,0.9863864658530909
3953_at,2,0.9589425235353619
3970_s_at,5,0.9155725738459207
3975_at,5,0.9174956575252882
3981_at,5,0.9121443941912583
4008_at,5,0.9577823095588616
4009_at,6,0.9566507246979957
4024_at,2,0.9569275424701024
4029_at,5,0.975386502816428
4033_f_at,2,0.9907781011092045
4035_at,5,0.992882174701378
4037_at,2,0.7872484319321971
4038_at,5,0.8857235436117518
4043_s_at,5,0.9644513407444446
4045_s_at,2,0.9790940195957006
4056_at,5,0.9797812189464636
4057_at,7,0.9998661949685727
4059_at,3,0.9874741188804569
4060_at,7,0.9799970192503349
4062_at,0,0.99116375515653
4063_at,3,0.9992157315080771
4064_at,3,0.9651710082005766
4065_at,3,0.9995104593308136
4066_at,3,0.9994810721284584
4067_at,3,0.919831666508971
4070_at,3,0.9993845811974166
4072_at,4,0.9978931069547643
4073_at,2,0.9238890671432893
4074_at,4,0.8136044616776211
4075_at,5,0.9910964671617722
4076_f_at,2,0.9723848695156163
4077_at,7,0.9996290327012148
4078_i_at,5,0.8391904580885323
4079_at,6,0.9602490662998678
4084_at,5,0.9931143210140272
4093_at,0,0.9586528943199855
4095_at,4,0.9955909823133042
4096_at,2,0.8029396427333951
4097_at,4,0.9987586190413978
4103_at,7,0.9998464653607495
4107_at,2,0.5435107069641827
4109_at,7,0.9992660803416122
4114_at,2,0.9743151496860657
4116_at,5,0.6205921875669709
4121_at,5,0.7168504107421686
4126_at,4,0.7937037723881883
4127_at,7,0.9730502175754621
4129_at,2,0.9584641159538336
4130_at,2,0.9286353603915116
4132_at,7,0.9873979024800916
4135_at,2,0.9774974764474373
4138_at,4,0.9395464346128363
4145_at,7,0.9963584913752036
4147_at,2,0.4954685165649317
4149_at,7,0.9991649787639187
4150_at,5,0.9705249023647131
4152_at,5,0.9808122135248184
4153_at,3,0.9990067393363679
4158_at,5,0.9960592655427206
4159_at,5,0.8524291972366598
4160_at,4,0.9992582127467747
4162_at,4,0.9804420794533598
4165_i_at,3,0.999349771660726
4168_at,5,0.9863492453247958
4170_at,0,0.9990933511049171
4172_at,3,0.9989019028577988
4173_at,7,0.9998767511030536
4175_at,0,0.998729972110253
4177_at,2,0.953550635168966
4179_at,4,0.9922423331866649
4183_at,5,0.9772549344297273
4185_at,0,0.9999864505406684
4186_at,3,0.9938783110692707
4187_at,4,0.9575529575673916
4190_at,3,0.9993507299120589
4193_at,3,0.7116185241845207
4198_at,4,0.9975670731318459
4201_at,3,0.99827079421476
4203_at,5,0.9707857559544719
4204_at,4,0.9913188929724317
4205_at,4,0.8838004803908588
4206_at,0,0.9990680956127768
4207_at,3,0.9996032985790564
4209_at,4,0.9985767706937636
4210_at,5,0.7387234398617906
4211_at,4,0.9739361395195384
4212_g_at,4,0.9783450980665994
4213_at,7,0.9970023215078908
4214_at,2,0.9924063856672543
4215_g_at,7,0.9996849195235971
4216_at,7,0.9995454696281082
4219_at,7,0.6112017818098513
4220_at,4,0.9978463086354487
4222_at,7,0.9998045649948413
4223_at,3,0.9735146378241083
4225_at,7,0.90246088376411
4227_at,5,0.9766681674798632
4229_at,0,0.9984707680364737
4231_at,5,0.9969534996852096
4232_at,4,0.9987283660749892
4233_at,7,0.9952958119204334
4234_at,2,0.8660238455480367
4236_at,5,0.6701640050982638
4241_at,4,0.9990700979946836
4242_at,7,0.9677145984564249
4243_at,5,0.9972265815461372
4244_at,5,0.9964959915982109
4246_at,4,0.9917628533398456
4248_at,2,0.9080724156489695
4249_at,4,0.9747740689322016
4255_at,2,0.9751842913212067
4256_at,3,0.9996462912889733
4274_at,0,0.9994691335494995
4280_f_at,2,0.9621461110045629
4285_at,6,0.9981611550653017
4287_s_at,2,0.9762223062934178
4293_at,2,0.8422483600255661
4296_at,2,0.9982029287379224
4302_at,6,0.6074961585368246
4310_at,0,0.6991722443332206
4311_at,0,0.9519360240218533
4312_at,5,0.9974529962420494
4316_at,4,0.9971506219484486
4317_at,3,0.6433051356114361
4321_at,3,0.9998184060531446
4323_f_at,3,0.9934563876958656
4324_s_at,7,0.9797063140031446
4326_at,5,0.643586218909575
4333_at,5,0.9896210509493583
4335_at,5,0.9875379993192563
4336_at,7,0.9997828659402382
4338_at,2,0.9813151483425737
4340_at,5,0.48356467686520643
4342_at,3,0.9838300962341278
4343_at,7,0.99857945127952
4346_at,7,0.980946929109997
4350_at,2,0.9277420036189133
4354_at,5,0.9310661767322669
4355_at,2,0.8262066956373629
4357_at,2,0.9556814921645256
4358_at,7,0.999923971886831
4359_at,7,0.9970005722605052
4363_at,5,0.9831524766688327
4364_at,5,0.9855658329311766
4365_at,4,0.9803315980897808
4366_at,4,0.9904611457119586
4373_at,7,0.9976796719842301
4374_at,0,0.9998737882713523
4375_at,0,0.9867457298675075
4376_at,4,0.9971890005423615
4377_at,7,0.9987066552399303
4384_at,5,0.9850309212782922
4385_at,2,0.7789646288728189
4386_at,4,0.9987889748535256
4387_at,4,0.8182811102756593
4388_at,6,0.8687325418051918
4389_at,2,0.5523066774780442
4390_at,4,0.8364594792257019
4391_at,3,0.5685998220189908
4392_at,6,0.9632665783783654
4394_at,3,0.9778850592376132
4396_at,2,0.9168284026099847
4397_at,7,0.788366008868511
4398_at,0,0.9897816069791228
4399_at,7,0.9137698063749866
4400_at,4,0.9813607189798186
4402_at,7,0.9998512146194585
4403_at,5,0.8667715040250402
4406_at,2,0.8051070362825122
4409_at,5,0.8238058031924648
4413_at,7,0.9959862744475567
4414_at,7,0.9982720716573997
4420_at,0,0.9999356900720971
4421_at,7,0.9973746139428024
4422_at,3,0.9997002762131625
4423_at,4,0.9942774930044931
4424_at,0,0.9998844402672603
4425_at,3,0.9922718473869273
4427_at,5,0.9869147830489488
4428_at,0,0.9999513599999591
4432_at,4,0.7787079205506814
4433_at,4,0.9976607896476044
4434_at,4,0.9971063641136342
4435_at,7,0.9986801710666524
4436_at,7,0.9830856679901259
4438_at,2,0.4999185278003648
4439_at,2,0.9135153188076144
4442_at,4,0.9624418506284224
4443_at,4,0.9885514737446615
4444_at,4,0.9976248350993443
4445_at,7,0.9992634294674296
4446_at,3,0.9983603446711169
4447_at,0,0.9999385708457103
4448_at,5,0.9600486782186284
4449_at,3,0.9997883316969455
4450_at,0,0.9375291596055751
4451_at,0,0.9999323698257888
4452_at,6,0.9922729547532082
4453_at,3,0.7920155043679238
4455_at,5,0.9981430038006056
4456_at,4,0.9539861197886349
4457_at,7,0.7133426738147038
4462_at,4,0.9683440487224116
4465_at,5,0.9177556138841382
4467_at,0,0.9999350162787558
4468_at,5,0.8118611315123433
4469_at,0,0.9999344332103245
4472_s_at,7,0.9985852989622603
4474_at,3,0.9091931671620553
4475_at,0,0.9966121150455106
4476_at,2,0.9611055214931747
4478_at,3,0.9995984071997609
4479_at,3,0.9106977625621008
4480_at,5,0.7359478475398068
4481_at,5,0.9868572823568932
4482_at,0,0.9794692275113615
4483_s_at,2,0.7919600423894901
4485_at,2,0.9825943791142696
4487_at,7,0.9992034933328737
4489_at,5,0.979042818942587
4491_at,7,0.8368041896568567
4492_at,3,0.9936477352633685
4493_at,3,0.9994339346398485
4494_at,3,0.9934127691740904
4498_at,7,0.9993308436568794
4499_at,3,0.9715920594717724
4506_at,0,0.998734368428963
4509_at,2,0.8971713156956036
4511_at,5,0.9830674730614087
4512_at,7,0.9902166056660358
4515_i_at,3,0.8682675407508172
4516_f_at,3,0.9894838194475903
4517_at,5,0.9719154966220871
4518_at,5,0.9906185675984471
4519_at,5,0.9709345420291865
4520_at,3,0.9757481864838672
4521_at,5,0.9625590818954621
4523_at,7,0.9958417814523421
4524_at,6,0.98191870075847
4525_at,6,0.7900614730591721
4526_at,4,0.9383468396872826
4527_at,5,0.5723236349038057
4529_f_at,3,0.9990197863030292
4530_at,7,0.9552011725296684
4532_at,3,0.8478155151461364
4534_at,6,0.7261554684707593
4535_at,5,0.5121513179296943
4536_at,5,0.6496901189614364
4537_at,2,0.6057999618367224
4538_at,3,0.9994322806782857
4540_at,5,0.7737659417354895
4541_at,5,0.9943893870616205
4543_at,2,0.8201328430281555
4544_at,5,0.9884443802912787
4546_at,3,0.9878601752473368
4548_at,7,0.9998302446247552
4549_at,3,0.6593886987472145
4551_at,3,0.7258958141939984
4552_at,2,0.980635497244315
4554_at,7,0.8196507747096787
4555_at,3,0.8565693965938419
4556_at,5,0.9016962991077219
4558_at,7,0.999591810409796
4568_at,3,0.6977586987104714
4573_at,5,0.9872732175525305
4574_at,2,0.6946213965772601
4575_i_at,3,0.9991598450689946
4576_at,5,0.5380784127794276
4577_at,7,0.889302603656139
4578_at,2,0.9840681110261068
4580_at,5,0.7355763883429198
4582_at,3,0.8892101978619851
4584_at,4,0.9836705759086204
4586_at,3,0.8063776982001575
4588_at,5,0.5818290510186015
4589_g_at,5,0.7701220405307992
4590_at,5,0.7860042276088663
4591_at,5,0.8460511061025824
4598_g_at,6,0.9193416295006615
4601_at,2,0.975278119927593
4602_at,0,0.9771901637391563
4616_at,2,0.9914585572569338
4618_at,6,0.4534719481869179
4623_at,2,0.9226865689839203
4624_at,2,0.5532900285997802
4626_at,7,0.9842903430689791
4631_at,2,0.9630146097612944
4633_at,2,0.9844389475081853
4635_g_at,3,0.9878880045521692
4651_at,5,0.959210385246629
4652_at,5,0.9954327933575184
4653_at,5,0.9924446998107131
4654_at,2,0.997140614648268
4659_at,2,0.8723684571475743
4662_at,3,0.999776423082517
4668_at,6,0.9023795223077122
4670_f_at,0,0.9911565540776138
4672_at,2,0.9969038540521995
4675_at,7,0.9718863693364127
4679_at,7,0.8739848910069647
4681_at,2,0.524779926078118
4685_at,5,0.8609118832308232
4696_at,5,0.6774203493595751
4697_at,2,0.9907262352516942
4698_at,3,0.9966575688367512
4699_at,4,0.9835081378768457
4701_at,2,0.8894493423242226
4710_at,0,0.9993010360806667
4711_at,6,0.9953373543571613
4713_at,0,0.9841434951826199
4715_at,3,0.9950111557396903
4717_at,5,0.7712510199182588
4718_at,2,0.7188908845080062
4719_at,4,0.9579081086740179
4720_at,2,0.9650635582389491
4724_i_at,5,0.990901688293863
4727_s_at,5,0.986565096405692
4728_at,2,0.9958736244653308
4731_at,2,0.7251719334041287
4732_at,6,0.6183632184576058
4733_at,7,0.9992926494411108
4734_at,6,0.937176993002893
4737_at,5,0.7555323832099577
4740_at,3,0.9996746559688873
4741_at,3,0.998473757693798
4742_at,4,0.9858825118640361
4744_at,2,0.9025622780623992
4745_at,2,0.9560910610605377
4751_at,5,0.9980292802099112
4753_at,3,0.7199796331759762
4754_at,7,0.9991025829931591
4755_at,5,0.9551531012071091
4756_at,4,0.9985494401687669
4757_at,4,0.9949482143565838
4758_at,5,0.9874508958100888
4761_at,5,0.8138877962793161
4763_at,4,0.9188675936626821
4764_at,5,0.8578763210271421
4765_at,0,0.9999556460955296
4767_at,4,0.9586473327409231
4768_at,4,0.9961637006666725
4770_at,4,0.9137554752779468
4771_at,0,0.9988707390949694
4774_at,2,0.9925399875131086
4775_at,3,0.9979289905139522
4776_at,6,0.9570500161021651
4779_f_at,3,0.9994147818400784
4780_at,3,0.9980770485166814
4781_at,7,0.9996864171901761
4785_at,7,0.9902211230043118
4786_at,7,0.9990115347073804
4787_at,7,0.9999650092113915
4788_at,5,0.8648303456276988
4789_at,2,0.6692860614366294
4791_at,2,0.9962357038422479
4794_at,7,0.9972445250329404
4795_at,7,0.9803899193196495
4796_at,4,0.988971996987978
4797_at,0,0.9995496949377484
4799_at,5,0.8555734029711651
4801_at,3,0.9986932507785379
4803_at,5,0.9456262022062718
4804_at,5,0.9943213525701956
4805_at,3,0.9977327928432709
4806_at,2,0.8949097540690542
4807_at,5,0.884500336407996
4808_at,7,0.995004724464033
4809_at,7,0.8730568810304355
4810_at,0,0.8495650900833693
4811_at,2,0.9715633614917268
4813_at,4,0.9954092358050521
4814_at,3,0.7211360316872788
4815_at,4,0.9515062569105135
4816_at,2,0.9890693370299336
4817_at,7,0.9997843239791235
4818_at,3,0.9994987136248927
4820_at,7,0.9999120850775319
4821_at,3,0.9972143755807632
4822_at,5,0.9891033089918889
4823_at,2,0.9830735755905535
4824_at,7,0.7215120057000605
4826_at,5,0.6901858312776065
4827_at,7,0.9992686319112385
4828_at,3,0.9841528605181066
4829_at,5,0.9978185145800353
4830_at,6,0.9324477474979987
4832_at,7,0.9930708572304786
4834_at,7,0.9980904659450895
4836_at,7,0.9978538758664407
4838_at,5,0.7313365401438432
4842_at,6,0.9749081837234592
4843_at,2,0.7527250398950296
4845_at,0,0.9999449158508174
4846_at,4,0.9901448421108859
4847_at,7,0.9811352964061871
4848_at,3,0.9996577682360993
4849_at,4,0.8971389952434434
4850_at,7,0.9803408314066474
4851_i_at,3,0.9936709402135696
4852_s_at,3,0.9930531112190213
4853_at,3,0.9984174330516966
4855_at,6,0.9938995018162232
4856_at,3,0.9574603524720963
4858_at,5,0.7778272311101133
4859_at,3,0.7392278527401825
4860_at,0,0.9963414692600848
4861_at,0,0.721122835769877
4862_at,6,0.7099469775934287
4863_at,3,0.9998405888237664
4864_at,5,0.886441961994513
4866_at,3,0.8688245780354701
4868_at,0,0.7834884957686074
4869_at,3,0.9996555620975055
4870_at,3,0.9961275879509308
4871_at,2,0.8637447467858103
4872_at,4,0.9988231454462572
4873_at,0,0.9652647218314424
4875_at,4,0.9989366666298709
4877_at,5,0.9929322998765018
4884_i_at,3,0.9995493420952217
4886_at,7,0.9214416783811824
4888_at,5,0.9875216514893055
4889_at,7,0.9072519671213093
4891_at,7,0.9989694558434331
4892_at,2,0.7970370040515257
4893_at,0,0.9842574263606116
4898_at,5,0.9977914080100363
4899_at,7,0.9999014939638039
4900_at,4,0.9492146720105403
4902_at,5,0.9958265335780206
4903_at,5,0.8304681013769708
4908_at,2,0.9821461168848924
4912_at,7,0.9998541817583865
4913_at,4,0.7319713471576041
4914_at,3,0.9433950224549733
4918_at,7,0.9999358848729073
4919_at,0,0.5094297163122952
4920_at,7,0.998725526739485
4921_i_at,3,0.9987602065464475
4922_at,4,0.9942554821624756
4923_at,0,0.9650424956218744
4924_at,4,0.8635288686895796
4926_at,3,0.8986435886321609
4930_at,3,0.968066466321147
4931_at,0,0.971606408516941
4933_at,6,0.7005291870333742
4934_at,2,0.9686215258013002
4935_at,3,0.9978557112705485
4936_at,0,0.9807156386242687
4939_at,3,0.9679558621300471
4941_at,6,0.9687509377406611
4942_at,3,0.9994466528315894
4943_at,7,0.9998292265906358
4946_at,7,0.840300781687416
4947_at,6,0.9985332265789524
4948_at,5,0.9045643332618478
4949_at,0,0.9932212360055916
4950_at,5,0.7009238149832112
4951_at,2,0.9906155378033275
4956_at,7,0.9881054875123307
4957_at,6,0.8147234081892255
4958_at,4,0.9685026518013116
4959_at,7,0.8967081808710523
4960_at,4,0.9288992108652045
4961_at,3,0.8631716143629057
4963_at,5,0.9860757226234389
4964_at,5,0.9587479429924518
4967_at,2,0.9779714783274888
4969_at,4,0.9955281729975219
4970_at,4,0.994539385499879
4971_at,2,0.9877302282513536
4976_at,2,0.9932996145426409
4978_at,4,0.9951254114547152
4980_at,4,0.8871096256906197
4982_at,2,0.975542705602097
4983_g_at,2,0.9927205619670445
4984_at,4,0.791070128196949
4987_at,7,0.9999230557283388
4988_at,5,0.8969036303468534
4990_at,7,0.7520610737113782
4992_at,4,0.8490908594054636
4994_at,7,0.9999137548835435
4996_at,5,0.9128626116665699
5001_f_at,3,0.9789193326794269
5005_at,7,0.7341450374367717
5007_at,4,0.9457142994525233
5008_at,7,0.9533590637174663
5009_at,3,0.7780242403986362
5011_at,4,0.9937106843984114
5014_at,2,0.9865334927004155
5015_at,2,0.6930772796459846
5016_at,7,0.9990449166715636
5018_at,3,0.4991912053203904
5021_at,3,0.9922355107534512
5022_at,7,0.9952293830362011
5023_at,2,0.5998003891598918
5024_at,7,0.5011493535041703
5025_at,4,0.994229435521047
5026_at,2,0.9772174198773736
5027_at,2,0.9200512895924405
5030_at,6,0.7254960015923235
5031_at,3,0.9988429512082205
5033_at,0,0.9998940839257293
5034_at,4,0.7799365374812929
5035_at,7,0.9996886817695783
5040_at,7,0.9985650052146905
5041_at,5,0.9985775545591336
5045_at,6,0.997933102156476
5048_at,6,0.5665882883878524
5051_at,5,0.6354872138711519
5052_at,2,0.9826585580493281
5054_at,4,0.5742718280409285
5055_at,2,0.8201558786616806
5057_at,3,0.8560783574800521
5058_at,7,0.7842139690172958
5060_at,2,0.9070721630438505
5061_at,6,0.9681579484596142
5062_at,6,0.9946784003929495
5064_at,3,0.9093167932482839
5067_at,7,0.9998707315866621
5068_at,7,0.9010519433729486
5069_at,5,0.9973653819044853
5070_at,4,0.4372851267449539
5071_at,4,0.994897116425812
5073_at,0,0.9799357126014556
5075_i_at,3,0.9953963021682795
5076_f_at,3,0.9983652814698014
5079_at,2,0.7711109484533001
5081_at,7,0.9989262053889072
5082_at,3,0.9847437056430367
5083_at,7,0.9947880735083227
5084_at,7,0.9989298830759643
5085_at,7,0.9966153080754366
5087_at,7,0.9198922287124521
5088_at,7,0.9997071082551537
5089_at,7,0.9886008454115365
5090_at,7,0.9995220241106672
5091_at,7,0.9996711187734741
5093_at,4,0.6594774978290395
5094_at,3,0.999043261751334
5097_at,7,0.5830579798792176
5098_at,0,0.8747240792492618
5100_at,3,0.9329794796483315
5101_at,4,0.9984245543390489
5104_at,5,0.9943912304148078
5105_at,7,0.9994888491634115
5110_at,2,0.992961740550225
5113_at,5,0.9894273956374745
5116_at,2,0.9856367848586365
5119_at,3,0.9990496290598198
5121_at,6,0.8052306342141874
5122_at,0,0.99991012894474
5126_at,4,0.9173860291481367
5127_at,7,0.9973872740840486
5131_at,0,0.8792377100114663
5133_at,2,0.9845340599319993
5135_at,7,0.9994434192872286
5137_at,2,0.9446334854880047
5141_at,3,0.9593119682934201
5146_at,7,0.999889848498652
5148_at,2,0.8829184670215433
5152_at,5,0.8362735978648288
5154_at,2,0.9575728481774907
5156_at,2,0.8129616303068862
5159_at,7,0.9970508102160708
5161_at,3,0.9426692359276002
5164_at,0,0.9128548074212296
5165_at,2,0.9912442860524031
5166_at,3,0.9909612099473603
5169_at,2,0.7501438108929422
5174_at,2,0.6053319070666577
5175_at,2,0.9793004996249309
5179_at,4,0.9986016998962394
5181_at,4,0.9402220219722164
5183_at,4,0.9861237195311648
5184_at,3,0.8374154906119881
5187_at,2,0.9206483625869946
5188_at,5,0.9932624455259828
5189_at,2,0.6602080655573953
5191_f_at,3,0.9991547829033345
5192_at,2,0.982211218016202
5193_at,5,0.9959105465257558
5194_at,3,0.9994422081304073
5196_at,6,0.8502796378283927
5200_at,6,0.9933001484761643
5201_at,5,0.9714332815117155
5202_at,3,0.9965266571764485
5203_at,3,0.9929278785443607
5206_at,5,0.9874299536495985
5216_at,2,0.9730297584909883
5219_at,5,0.9880001439456998
5220_at,4,0.9993728448327467
5222_at,3,0.8793307584218705
5223_at,3,0.999255984148203
5225_at,7,0.9996911698735269
5228_at,2,0.9867018883155922
5229_at,6,0.956673970974858
5231_at,2,0.9493002846332087
5232_at,7,0.9998911353038396
5234_at,3,0.9995734966962936
5235_at,2,0.6777184486495815
5240_at,2,0.695511567453805
5241_at,4,0.8710204647860115
5242_at,4,0.9865336856978426
5244_at,7,0.9971159669535328
5245_at,7,0.6082164968793581
5248_at,2,0.8498571315883173
5253_g_at,5,0.9903955866820701
5255_s_at,2,0.9299959795375834
5258_at,0,0.9988988784866873
5260_at,7,0.9978371435928041
5261_at,5,0.6688213026029829
5263_at,4,0.6922995632191984
5265_at,2,0.9862928703256572
5267_at,3,0.9876166590112684
5273_at,6,0.915496440805978
5277_at,7,0.9168993740111319
5281_f_at,5,0.9469772154167171
5283_at,4,0.7290912731443174
5291_at,2,0.9945258891936396
5292_at,2,0.993451721245442
5296_i_at,3,0.9969092167124797
5298_at,2,0.9923321051813292
5299_at,5,0.9839820584136729
5300_at,7,0.7614993959005274
5303_at,5,0.9981628240642322
5304_at,2,0.514084990505664
5305_at,7,0.9990440903001453
5307_at,5,0.9958464343352259
5310_at,3,0.9978627796832207
5312_s_at,4,0.9947868460776361
5317_s_at,4,0.88968014673124
5318_s_at,7,0.9984866942976548
5322_at,7,0.994480766110412
5323_at,7,0.9893122971905188
5324_at,7,0.9829354640620648
5327_at,3,0.9997138025486275
5328_at,7,0.9949114923341811
5329_s_at,3,0.9981641129040497
5330_at,0,0.9993647540283532
5331_at,3,0.9998500785965396
5332_at,5,0.9982405622119185
5333_at,3,0.991462080293367
5340_at,7,0.898782618029541
5343_at,2,0.9704385744113382
5345_at,4,0.8603585705270155
5346_at,2,0.985771194129184
5348_at,2,0.9798252243803085
5349_at,7,0.9978098956381645
5350_at,2,0.9923920077082091
5351_at,3,0.999515944927879
5353_at,7,0.999850202624339
5357_at,2,0.6530675340010019
5359_at,4,0.9991014267401792
5361_at,2,0.8083656402310524
5362_at,7,0.9993940416456442
5366_s_at,5,0.9757121176326217
5369_at,5,0.5209934140958937
5372_at,4,0.5404798510907803
5378_at,3,0.9852585343140268
5380_at,7,0.9998788303384812
5381_at,4,0.9976269538834771
5382_at,4,0.9962411554871273
5384_at,5,0.8794237998226712
5386_at,3,0.995719669570532
5387_at,3,0.8617076342591471
5389_at,2,0.9915308938404236
5390_at,7,0.964789517287891
5392_at,2,0.8927682097813925
5393_at,5,0.9921448716973068
5394_at,5,0.997020991545313
5395_at,7,0.9953968798673912
5398_at,2,0.9943978680649252
5400_at,5,0.9977912835690581
5401_at,2,0.5571166894570065
5403_at,6,0.8654151156625506
5405_at,7,0.9101297507327968
5406_at,2,0.9899342863085874
5407_at,0,0.9982053053879635
5408_at,3,0.9997721904160746
5413_at,5,0.9907414297081104
5417_at,7,0.523433193151242
5419_at,3,0.9704092747614459
5427_at,2,0.937755144606228
5428_at,5,0.9413426949660326
5429_at,5,0.5136672712402223
5433_at,3,0.9990748421049013
5434_at,2,0.9817870285671234
5435_at,7,0.9618659448651804
5445_i_at,6,0.7454149627837665
5448_at,3,0.9671990533588692
5451_at,2,0.9873693136544305
5454_at,4,0.9994459916036819
5456_at,2,0.5767041713250727
5462_at,6,0.8820911659047294
5465_f_at,3,0.9485089886748066
5467_f_at,3,0.99964095194245
5468_at,6,0.7623708869141999
5473_at,6,0.9662469975438994
5475_at,6,0.9583711429383491
5476_at,6,0.9905745183641784
5478_i_at,3,0.596920522472214
5481_at,4,0.9378371063228078
5482_at,6,0.9522759784102623
5485_at,2,0.9922548327199564
5491_at,2,0.9355615798940985
5500_at,5,0.6749637134321956
5501_at,6,0.9964575397583268
5503_at,3,0.9847380502320717
5506_s_at,4,0.8392991836291614
5514_at,3,0.9621246306630057
5517_at,3,0.548830900187243
5522_at,3,0.9958844431296588
5523_at,6,0.8987189262666866
5526_at,2,0.9918495847605862
5527_at,2,0.996372283094599
5528_at,2,0.9972498083723331
5531_at,5,0.9859901813086649
5538_at,7,0.9522323985987302
5539_at,4,0.9847303015991004
5542_at,3,0.9908628043577167
5544_at,4,0.9783651926336366
5547_at,6,0.6378241024570195
5548_at,7,0.9991561212050095
5550_at,3,0.9993727643383038
5552_at,3,0.9984713104744471
5553_at,6,0.5485620486797996
5555_at,6,0.9632325169423411
5556_at,7,0.9997881984928326
5558_at,3,0.9982918528191789
5560_at,6,0.9489491604033813
5561_at,3,0.9984217414186873
5562_at,6,0.9959737268197661
5563_at,7,0.9270253032949874
5566_at,0,0.9979524710268944
5567_at,0,0.9999558906848036
5570_at,3,0.9340035464608928
5571_at,3,0.9997462311095447
5572_at,3,0.9988784438074434
5574_at,2,0.9701953695778358
5575_at,7,0.9982352856825234
5576_at,2,0.9826546520210068
5577_at,2,0.9761301802180654
5578_at,0,0.9357851124174722
5579_at,6,0.9970446317156858
5581_at,5,0.9986737504238499
5582_at,2,0.9955822205370524
5583_at,4,0.9584582114870464
5584_at,4,0.9504281924256431
5585_at,7,0.9317968119246404
5588_at,6,0.9756036969811109
5589_at,2,0.6794194318734343
5591_at,6,0.9945074499800648
5595_at,3,0.8521003193282078
5598_at,3,0.8786778449581142
5600_at,4,0.8374065195422334
5601_at,6,0.9979055370188652
5602_at,3,0.9989166535552566
5606_at,4,0.9974831601793701
5607_at,7,0.6434272323407105
5609_at,6,0.9298180605284975
5610_at,0,0.9995944974039054
5612_at,6,0.9915483252611207
5614_at,0,0.9939154203078531
5615_at,7,0.9999185237222411
5620_at,3,0.9909005449660673
5623_at,7,0.6646311046402674
5624_at,7,0.9808831191863131
5625_at,4,0.9777520258455631
5626_at,2,0.8935027758174876
5627_at,6,0.9980109297362717
5629_at,7,0.9537185260035451
5631_at,4,0.9664156557116963
5632_at,4,0.8011271494166207
5633_at,0,0.9997442680093885
5634_at,5,0.9619069201564394
5635_at,3,0.9918499652355902
5636_at,5,0.994567621436816
5637_at,4,0.9989214491659458
5640_at,5,0.6035874845911842
5642_at,6,0.9971208799824236
5643_at,7,0.9999176590319404
5645_at,3,0.7889313140109329
5647_s_at,3,0.9998179119559568
5651_at,7,0.5687257508812554
5652_at,4,0.9935281864651706
5653_at,2,0.8032914155412846
5654_at,3,0.9927356551434819
5656_at,3,0.9901531543621699
5659_at,5,0.97180877474698
5660_at,5,0.5844848697917693
5661_at,0,0.9324757803293087
5662_at,7,0.9940340110241657
5665_at,5,0.9200870279119946
5666_at,4,0.9991967458567931
5667_at,3,0.9865925719600686
5668_at,3,0.7899150512139816
5669_g_at,3,0.647759742893366
5670_i_at,3,0.9998048923102772
5671_s_at,3,0.9995827300653258
5673_at,7,0.9996381970514968
5674_at,2,0.681612826605359
5677_at,3,0.558870176916923
5678_at,5,0.9977629852595838
5679_at,4,0.9296734470446164
5680_at,3,0.9989542434511184
5681_at,5,0.9975091882227358
5683_at,6,0.9986267639604821
5685_at,2,0.5673140988838286
5687_at,5,0.994539078331167
5688_at,2,0.5893330442724308
5689_at,6,0.9675515132252503
5690_at,6,0.9935554191015774
5691_at,0,0.9883119209864082
5692_at,6,0.9987340201058028
5694_at,4,0.9614620008611341
5697_at,6,0.9788273444271743
5698_at,7,0.9888174664156315
5699_at,5,0.7851316284441884
5701_at,0,0.9985592166395624
5702_at,7,0.9993662440230126
5703_at,4,0.9984478920355112
5704_at,3,0.9964170420940618
5705_at,0,0.9779269849976466
5707_at,3,0.9112541723335889
